vdes_x,vdes_y,vdes_z,vcur_x,vcur_y,vcur_z,fdes_x,fdes_y,fdes_z,fcur_x,fcur_y,fcur_z
0.00029823,0.00000000,0.00000000,0.00008699,-0.00068888,0.00051366,0.00000000,0.00000000,6.00000000,-7.78542647,0.04991456,18.93439234
0.00073223,0.00000000,0.00000000,-0.00033607,0.00248784,-0.00198440,0.00000000,0.00000000,6.00000000,-7.78520702,0.04949900,18.93487774
0.00114928,0.00000000,0.00000000,-0.00980869,0.00182458,-0.00650632,0.00000000,0.00000000,6.00000000,-7.78301740,0.04950720,18.93634930
0.00157066,0.00000000,0.00000000,-0.02696475,0.00460355,-0.01962835,0.00000000,0.00000000,6.00000000,-7.77820205,0.04924278,18.94026802
0.00198862,0.00000000,0.00000000,-0.03455881,-0.00303121,-0.02442661,0.00000000,0.00000000,6.00000000,-7.77469705,0.04995788,18.94296561
0.00240736,0.00000000,0.00000000,-0.03535463,0.00415809,-0.02541735,0.00000000,0.00000000,6.00000000,-7.77228857,0.04926677,18.94492251
0.00282695,0.00000000,0.00000000,-0.03550806,0.00305219,-0.02369155,0.00000000,0.00000000,6.00000000,-7.77009814,0.04927507,18.94639424
0.00323852,0.00000000,0.00000000,-0.03053788,0.00539848,-0.01747932,0.00000000,0.00000000,6.00000000,-7.76922121,0.04886056,18.94664011
0.00364732,0.00000000,0.00000000,-0.02202819,0.00079353,-0.01034903,0.00000000,0.00000000,6.00000000,-7.76944136,0.04927596,18.94615495
0.00406280,0.00000000,0.00000000,-0.01536294,0.00058385,-0.00267593,0.00000000,0.00000000,6.00000000,-7.76987972,0.04927270,18.94517973
0.00448124,0.00000000,0.00000000,-0.01088476,0.00353418,0.00048196,0.00000000,0.00000000,6.00000000,-7.77009794,0.04885406,18.94468966
0.00490442,0.00000000,0.00000000,-0.01700904,-0.00047247,-0.00218448,0.00000000,0.00000000,6.00000000,-7.76812794,0.04927775,18.94567643
0.00532052,0.00000000,0.00000000,-0.02126677,-0.00035209,-0.00172711,0.00000000,0.00000000,6.00000000,-7.76637631,0.04928279,18.94617325
0.00573872,0.00000000,0.00000000,-0.02953736,0.00283951,-0.00634410,0.00000000,0.00000000,6.00000000,-7.76330963,0.04887668,18.94789145
0.00615781,0.00000000,0.00000000,-0.03641372,0.00517773,-0.01460505,0.00000000,0.00000000,6.00000000,-7.75980408,0.04847390,18.95058492
0.00657629,0.00000000,0.00000000,-0.03630999,0.00380184,-0.01574343,0.00000000,0.00000000,6.00000000,-7.75761378,0.04848225,18.95205721
0.00699417,0.00000000,0.00000000,-0.03541414,0.00279054,-0.01168933,0.00000000,0.00000000,6.00000000,-7.75586266,0.04848735,18.95255457
0.00741439,0.00000000,0.00000000,-0.02603718,-0.00122421,-0.00859510,0.00000000,0.00000000,6.00000000,-7.75586088,0.04877062,18.95255457
0.00783194,0.00000000,0.00000000,-0.01831763,0.00239626,-0.00141956,0.00000000,0.00000000,6.00000000,-7.75630181,0.04848410,18.95157954
0.00825051,0.00000000,0.00000000,-0.01346885,0.00176196,-0.00104380,0.00000000,0.00000000,6.00000000,-7.75630181,0.04848410,18.95157954
0.00866895,0.00000000,0.00000000,-0.01384072,0.00129329,0.00161890,0.00000000,0.00000000,6.00000000,-7.75564590,0.04848502,18.95134074
0.00908749,0.00000000,0.00000000,-0.01494184,0.00094833,-0.00131130,0.00000000,0.00000000,6.00000000,-7.75455091,0.04848920,18.95207703
0.00950593,0.00000000,0.00000000,-0.01534032,0.00379563,-0.00102017,0.00000000,0.00000000,6.00000000,-7.75367458,0.04807495,18.95232336
0.00992584,0.00000000,0.00000000,-0.02592278,-0.00030396,-0.01065005,0.00000000,0.00000000,6.00000000,-7.75017075,0.04850591,18.95502230
0.01034288,0.00000000,0.00000000,-0.02343062,0.00288547,-0.00788543,0.00000000,0.00000000,6.00000000,-7.74929451,0.04809171,18.95526874
0.01076221,0.00000000,0.00000000,-0.02198059,0.00211900,-0.00828925,0.00000000,0.00000000,6.00000000,-7.74819944,0.04809590,18.95600512
0.01117957,0.00000000,0.00000000,-0.02571977,0.00155273,-0.01110328,0.00000000,0.00000000,6.00000000,-7.74600923,0.04810428,18.95747791
0.01159745,0.00000000,0.00000000,-0.01891159,0.00114171,-0.00816418,0.00000000,0.00000000,6.00000000,-7.74600923,0.04810428,18.95747791
0.01201556,0.00000000,0.00000000,-0.01390558,0.00083950,-0.00600307,0.00000000,0.00000000,6.00000000,-7.74600923,0.04810428,18.95747791
0.01243357,0.00000000,0.00000000,-0.01022469,0.00061728,-0.00441402,0.00000000,0.00000000,6.00000000,-7.74600923,0.04810428,18.95747791
0.01285168,0.00000000,0.00000000,-0.00234023,0.00355733,0.00169816,0.00000000,0.00000000,6.00000000,-7.74732326,0.04768173,18.95625160
0.01327085,0.00000000,0.00000000,-0.00647027,0.00261296,-0.00124185,0.00000000,0.00000000,6.00000000,-7.74622818,0.04768593,18.95698802
0.01368808,0.00000000,0.00000000,-0.00953120,0.00191857,-0.00341540,0.00000000,0.00000000,6.00000000,-7.74513309,0.04769013,18.95772445
0.01410555,0.00000000,0.00000000,-0.01178222,0.00140800,-0.00501298,0.00000000,0.00000000,6.00000000,-7.74403797,0.04769434,18.95846090
0.01452240,0.00000000,0.00000000,-0.00866339,0.00103529,-0.00368601,0.00000000,0.00000000,6.00000000,-7.74403797,0.04769434,18.95846090
