vdes_x,vdes_y,vdes_z,vcur_x,vcur_y,vcur_z,fdes_x,fdes_y,fdes_z,fcur_x,fcur_y,fcur_z
0.00000001,0.00000000,0.00000000,0.00351212,-0.00271139,0.00031023,0.00000000,0.00000000,3.00000000,-2.63579069,0.07947147,23.78354349
0.00042062,0.00000000,0.00000000,-0.00274204,0.00082362,-0.00037033,0.00000000,0.00000000,3.00000000,-2.63424833,0.07938148,23.78396974
0.00083968,0.00000000,0.00000000,-0.00972360,0.00060499,-0.00507948,0.00000000,0.00000000,3.00000000,-2.63173508,0.07939222,23.78486732
0.00125827,0.00000000,0.00000000,-0.03209540,0.00068581,-0.01243588,0.00000000,0.00000000,3.00000000,-2.62409902,0.07911587,23.78727974
0.00167824,0.00000000,0.00000000,-0.04846118,-0.00255769,-0.01779757,0.00000000,0.00000000,3.00000000,-2.61646237,0.07955141,23.78968869
0.00209637,0.00000000,0.00000000,-0.06062296,0.00402559,-0.02176575,0.00000000,0.00000000,3.00000000,-2.60882920,0.07908384,23.79209917
0.00251525,0.00000000,0.00000000,-0.05763572,0.00013407,-0.02138061,0.00000000,0.00000000,3.00000000,-2.60476499,0.07919605,23.79342082
0.00293399,0.00000000,0.00000000,-0.04890993,-0.00014689,-0.01840927,0.00000000,0.00000000,3.00000000,-2.60273604,0.07951326,23.79408026
0.00335285,0.00000000,0.00000000,-0.02825182,-0.00293310,-0.00874655,0.00000000,0.00000000,3.00000000,-2.60524845,0.07959765,23.79318475
0.00377151,0.00000000,0.00000000,-0.01006994,-0.00215643,-0.00524792,0.00000000,0.00000000,3.00000000,-2.60834087,0.07958519,23.79233284
0.00419028,0.00000000,0.00000000,0.01100205,0.00124304,0.00212761,0.00000000,0.00000000,3.00000000,-2.61395074,0.07946660,23.79058496
0.00460904,0.00000000,0.00000000,0.01878718,-0.00191384,0.00275746,0.00000000,0.00000000,3.00000000,-2.61703972,0.07954961,23.78973301
0.00502784,0.00000000,0.00000000,0.01916248,-0.00140708,0.00262501,0.00000000,0.00000000,3.00000000,-2.61858559,0.07954339,23.78930705
0.00544475,0.00000000,0.00000000,0.00215821,0.00489055,-0.00137951,0.00000000,0.00000000,3.00000000,-2.61501341,0.07905863,23.79039533
0.00586531,0.00000000,0.00000000,-0.01023734,0.00053785,-0.00429067,0.00000000,0.00000000,3.00000000,-2.61143602,0.07947735,23.79148098
0.00628395,0.00000000,0.00000000,-0.02593572,0.00039388,-0.00913266,0.00000000,0.00000000,3.00000000,-2.60582865,0.07950068,23.79322849
0.00670269,0.00000000,0.00000000,-0.03213015,-0.00253664,-0.01209533,0.00000000,0.00000000,3.00000000,-2.60176404,0.07961275,23.79454971
0.00712131,0.00000000,0.00000000,-0.02661278,-0.00186534,-0.00528201,0.00000000,0.00000000,3.00000000,-2.60118677,0.07961455,23.79450616
0.00754137,0.00000000,0.00000000,-0.01721530,-0.00137161,0.00030245,0.00000000,0.00000000,3.00000000,-2.60215586,0.07961011,23.79403669
0.00795842,0.00000000,0.00000000,-0.00192261,-0.00100819,0.00140914,0.00000000,0.00000000,3.00000000,-2.60524845,0.07959765,23.79318475
0.00837697,0.00000000,0.00000000,0.00511533,0.00232939,0.00373105,0.00000000,0.00000000,3.00000000,-2.60728015,0.07918537,23.79252515
0.00879537,0.00000000,0.00000000,0.02098767,-0.00135718,0.00662931,0.00000000,0.00000000,3.00000000,-2.61240184,0.07956830,23.79101095
0.00921208,0.00000000,0.00000000,0.01424563,0.00492763,0.00276330,0.00000000,0.00000000,3.00000000,-2.61192139,0.07907123,23.79124723
0.00963227,0.00000000,0.00000000,0.01047473,0.00362326,0.00203184,0.00000000,0.00000000,3.00000000,-2.61192139,0.07907123,23.79124723
0.01005074,0.00000000,0.00000000,-0.00417509,-0.00323460,-0.00179621,0.00000000,0.00000000,3.00000000,-2.60834087,0.07958519,23.79233284
0.01046910,0.00000000,0.00000000,-0.01376787,-0.00237865,-0.00250485,0.00000000,0.00000000,3.00000000,-2.60524845,0.07959765,23.79318475
0.01088728,0.00000000,0.00000000,-0.01783380,-0.00174914,-0.00663412,0.00000000,0.00000000,3.00000000,-2.60273314,0.07960832,23.79408026
0.01130554,0.00000000,0.00000000,-0.02145001,-0.00411187,-0.00185658,0.00000000,0.00000000,3.00000000,-2.60060659,0.07971133,23.79446267
0.01172363,0.00000000,0.00000000,-0.01042321,-0.00019762,-0.00077504,0.00000000,0.00000000,3.00000000,-2.60215586,0.07961011,23.79403669
0.01214022,0.00000000,0.00000000,-0.00110868,0.00293762,0.00213392,0.00000000,0.00000000,3.00000000,-2.60418770,0.07919786,23.79337715
0.01256024,0.00000000,0.00000000,0.00982934,0.00216069,0.00274897,0.00000000,0.00000000,3.00000000,-2.60728015,0.07918537,23.79252515
0.01297798,0.00000000,0.00000000,0.01793557,0.00158939,0.00321148,0.00000000,0.00000000,3.00000000,-2.61037243,0.07917288,23.79167319
0.01339592,0.00000000,0.00000000,0.01318792,0.00116867,0.00236138,0.00000000,0.00000000,3.00000000,-2.61037243,0.07917288,23.79167319
0.01381388,0.00000000,0.00000000,0.00851686,-0.00221139,-0.00036624,0.00000000,0.00000000,3.00000000,-2.60988701,0.07957896,23.79190691
0.01423166,0.00000000,0.00000000,0.00091312,0.00120093,-0.00086305,0.00000000,0.00000000,3.00000000,-2.60834377,0.07948992,23.79233284
0.01464989,0.00000000,0.00000000,-0.01001530,-0.00194161,-0.00181817,0.00000000,0.00000000,3.00000000,-2.60524845,0.07959765,23.79318475
