vdes_x,vdes_y,vdes_z,vcur_x,vcur_y,vcur_z,fdes_x,fdes_y,fdes_z,fcur_x,fcur_y,fcur_z
0.00000003,0.00000000,0.00000000,0.00164639,0.00020568,0.00072430,0.00000000,0.00000000,6.00000000,-7.79744145,0.05114907,18.92118364
0.00041789,0.00000000,0.00000000,0.00121058,0.00015123,0.00053257,0.00000000,0.00000000,6.00000000,-7.79744145,0.05114907,18.92118364
0.00083723,0.00000000,0.00000000,-0.00861314,0.00010865,-0.00463879,0.00000000,0.00000000,6.00000000,-7.79525355,0.05115678,18.92265543
0.00125564,0.00000000,0.00000000,-0.01586177,0.00007733,-0.00845100,0.00000000,0.00000000,6.00000000,-7.79306558,0.05116450,18.92412728
0.00167462,0.00000000,0.00000000,-0.02076140,-0.00304630,-0.00879562,0.00000000,0.00000000,6.00000000,-7.79109637,0.05158783,18.92511357
0.00209570,0.00000000,0.00000000,-0.02986678,0.00083993,-0.01639529,0.00000000,0.00000000,6.00000000,-7.78759527,0.05118380,18.92780713
0.00251271,0.00000000,0.00000000,-0.03152740,0.00061501,-0.01710482,0.00000000,0.00000000,6.00000000,-7.78540699,0.05119152,18.92927916
0.00293093,0.00000000,0.00000000,-0.02277092,0.00355893,-0.01012499,0.00000000,0.00000000,6.00000000,-7.78562441,0.05077284,18.92878875
0.00334960,0.00000000,0.00000000,-0.01633005,-0.00048666,-0.00499725,0.00000000,0.00000000,6.00000000,-7.78584345,0.05118838,18.92830320
0.00376854,0.00000000,0.00000000,-0.01159756,0.00274277,-0.00122697,0.00000000,0.00000000,6.00000000,-7.78606081,0.05076970,18.92781277
0.00418724,0.00000000,0.00000000,-0.00811467,-0.00108685,0.00154568,0.00000000,0.00000000,6.00000000,-7.78627980,0.05118525,18.92732720
0.00460637,0.00000000,0.00000000,-0.01031088,0.00229860,0.00107143,0.00000000,0.00000000,6.00000000,-7.78540316,0.05077044,18.92757284
0.00502478,0.00000000,0.00000000,-0.01710884,0.00168745,-0.00424316,0.00000000,0.00000000,6.00000000,-7.78321519,0.05077819,18.92904509
0.00544438,0.00000000,0.00000000,-0.02167084,0.00433373,-0.00569021,0.00000000,0.00000000,6.00000000,-7.78124463,0.05036732,18.93002697
0.00586273,0.00000000,0.00000000,-0.02546619,0.00647797,-0.00921049,0.00000000,0.00000000,6.00000000,-7.77905842,0.05009097,18.93149935
0.00628128,0.00000000,0.00000000,-0.02783089,-0.00163215,-0.00934686,0.00000000,0.00000000,6.00000000,-7.77708775,0.05079830,18.93248630
0.00669997,0.00000000,0.00000000,-0.02087736,0.00190141,-0.00931774,0.00000000,0.00000000,6.00000000,-7.77686845,0.05038286,18.93297177
0.00711852,0.00000000,0.00000000,-0.01452733,0.00139824,-0.00195847,0.00000000,0.00000000,6.00000000,-7.77730537,0.05037973,18.93199592
0.00753782,0.00000000,0.00000000,-0.01068186,0.00102812,-0.00144005,0.00000000,0.00000000,6.00000000,-7.77730537,0.05037973,18.93199592
0.00795572,0.00000000,0.00000000,-0.00785431,0.00075597,-0.00105886,0.00000000,0.00000000,6.00000000,-7.77730537,0.05037973,18.93199592
0.00837434,0.00000000,0.00000000,-0.00577523,0.00055586,-0.00077857,0.00000000,0.00000000,6.00000000,-7.77730537,0.05037973,18.93199592
0.00879266,0.00000000,0.00000000,-0.00859867,0.00351063,-0.00063538,0.00000000,0.00000000,6.00000000,-7.77642898,0.04996506,18.93224179
0.00921242,0.00000000,0.00000000,-0.01147253,-0.00050941,-0.00540528,0.00000000,0.00000000,6.00000000,-7.77511732,0.05038750,18.93346845
0.00963012,0.00000000,0.00000000,-0.01320836,-0.00037593,-0.00649021,0.00000000,0.00000000,6.00000000,-7.77402326,0.05039139,18.93420474
0.01004786,0.00000000,0.00000000,-0.00971203,-0.00027642,-0.00477222,0.00000000,0.00000000,6.00000000,-7.77402326,0.05039139,18.93420474
0.01046627,0.00000000,0.00000000,-0.01190211,-0.00020462,-0.00601813,0.00000000,0.00000000,6.00000000,-7.77292919,0.05039528,18.93494104
0.01088570,0.00000000,0.00000000,-0.00875350,0.00312861,-0.00442510,0.00000000,0.00000000,6.00000000,-7.77293102,0.05011139,18.93494104
0.01130284,0.00000000,0.00000000,-0.00643640,0.00230045,-0.00325375,0.00000000,0.00000000,6.00000000,-7.77293102,0.05011139,18.93494104
0.01172085,0.00000000,0.00000000,0.00003223,-0.00159954,0.00011855,0.00000000,0.00000000,6.00000000,-7.77402326,0.05039139,18.93420474
0.01213877,0.00000000,0.00000000,0.00043411,0.00192715,0.00253616,0.00000000,0.00000000,6.00000000,-7.77424097,0.04997286,18.93371438
